Id,WnvPresent
2996,1
2997,1
2998,1
2999,0
3000,1
3001,1
3002,1
3003,1
3004,1
3005,1
3006,1
3007,0
3008,1
3009,1
3010,1
3011,1
3012,1
3013,1
3014,1
3015,0
3016,1
3017,1
3018,1
3019,1
3020,1
3021,1
3022,1
3023,0
3024,1
3025,1
3026,1
3027,1
3028,1
3029,1
3030,1
3031,0
3032,1
3033,1
3034,1
3035,1
3036,1
3037,1
3038,1
3039,0
3040,1
3041,1
3042,1
3043,1
3044,1
3045,1
3046,1
3047,0
3048,1
3049,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,0
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3063,0
3064,1
3065,1
3066,1
3067,1
3068,1
3069,1
3070,1
3071,0
3072,1
3073,1
3074,1
3075,1
3076,1
3077,1
3078,1
3079,0
3080,1
3081,1
3082,1
3083,1
3084,1
3085,1
3086,1
3087,0
3088,1
3089,1
3090,1
3091,1
3092,1
3093,1
3094,1
3095,0
3096,1
3097,1
3098,1
3099,1
3100,1
3101,1
3102,1
3103,0
3104,1
3105,1
3106,1
3107,1
3108,1
3109,1
3110,1
3111,0
3112,1
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,0
3120,1
3121,1
3122,1
3123,1
3124,1
3125,1
3126,1
3127,0
3128,1
3129,1
3130,1
3131,1
3132,1
3133,1
3134,1
3135,0
3136,1
3137,1
3138,1
3139,1
3140,1
3141,1
3142,1
3143,0
3144,1
3145,1
3146,1
3147,1
3148,1
3149,1
3150,1
3151,0
3152,1
3153,1
3154,1
3155,1
3156,1
3157,1
3158,1
3159,0
3160,1
3161,1
3162,1
3163,1
3164,1
3165,1
3166,1
3167,0
3168,1
3169,1
3170,1
3171,1
3172,1
3173,1
3174,1
3175,0
3176,1
3177,1
3178,1
3179,1
3180,1
3181,1
3182,1
3183,0
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,0
3192,1
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,0
3200,1
3201,1
3202,1
3203,1
3204,1
3205,1
3206,1
3207,0
3208,1
3209,1
3210,1
3211,1
3212,1
3213,1
3214,1
3215,0
3216,1
3217,1
3218,1
3219,1
3220,1
3221,1
3222,1
3223,0
3224,1
3225,1
3226,1
3227,1
3228,1
3229,1
3230,1
3231,0
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,0
3240,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,0
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,0
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,0
3264,1
3265,1
3266,1
3267,1
3268,1
3269,1
3270,1
3271,0
3272,1
3273,1
3274,1
3275,1
3276,1
3277,1
3278,1
3279,0
3280,1
3281,1
3282,1
3283,1
3284,1
3285,1
3286,1
3287,0
3288,1
3289,1
3290,1
3291,1
3292,1
3293,1
3294,1
3295,0
3296,1
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,0
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3311,0
3312,1
3313,1
3314,1
3315,1
3316,1
3317,0
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,1
3326,1
3327,0
3328,1
3329,1
3330,1
3331,1
3332,1
3333,1
3334,1
3335,0
3336,1
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,0
3344,1
3345,1
3346,1
3347,1
3348,1
3349,0
3350,0
3351,0
3352,0
3353,0
3354,0
3355,0
3356,0
3357,1
3358,1
3359,1
3360,1
3361,1
3362,1
3363,0
3364,0
3365,1
3366,1
3367,1
3368,1
3369,1
3370,1
3371,1
3372,0
3373,1
3374,1
3375,1
3376,1
3377,1
3378,1
3379,1
3380,0
3381,1
3382,1
3383,1
3384,1
3385,1
3386,1
3387,1
3388,0
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,1
3396,0
3397,1
3398,1
3399,1
3400,1
3401,1
3402,1
3403,1
3404,0
3405,1
3406,1
3407,1
3408,1
3409,1
3410,1
3411,1
3412,0
3413,1
3414,1
3415,1
3416,1
3417,1
3418,1
3419,1
3420,0
3421,1
3422,1
3423,1
3424,1
3425,1
3426,1
3427,1
3428,0
3429,1
3430,1
3431,1
3432,1
3433,1
3434,1
3435,1
3436,0
3437,1
3438,1
3439,1
3440,1
3441,1
3442,1
3443,1
3444,0
3445,1
3446,1
3447,1
3448,1
3449,1
3450,1
3451,1
3452,0
3453,1
3454,1
3455,1
3456,1
3457,1
3458,1
3459,1
3460,0
3461,1
3462,1
3463,1
3464,1
3465,1
3466,1
3467,1
3468,0
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,1
3476,0
3477,1
3478,1
3479,1
3480,1
3481,1
3482,1
3483,1
3484,0
3485,1
3486,1
3487,1
3488,1
3489,1
3490,1
3491,1
3492,0
3493,1
3494,1
3495,1
3496,1
3497,1
3498,1
3499,1
3500,0
3501,1
3502,1
3503,1
3504,1
3505,1
3506,1
3507,1
3508,0
3509,1
3510,1
3511,1
3512,1
3513,1
3514,1
3515,1
3516,0
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3523,1
3524,0
3525,1
3526,1
3527,1
3528,1
3529,1
3530,1
3531,1
3532,0
3533,1
3534,1
3535,1
3536,1
3537,1
3538,1
3539,1
3540,0
3541,1
3542,1
3543,1
3544,1
3545,1
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0
3560,0
3561,0
3562,1
3563,1
3564,0
3565,1
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,0
3573,1
3574,1
3575,1
3576,1
3577,1
3578,1
3579,1
3580,0
3581,1
3582,1
3583,1
3584,1
3585,1
3586,1
3587,1
3588,0
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,0
3597,1
3598,1
3599,1
3600,1
3601,1
3602,1
3603,1
3604,0
3605,1
3606,1
3607,1
3608,1
3609,1
3610,1
3611,1
3612,0
3613,1
3614,1
3615,1
3616,1
3617,1
3618,1
3619,1
3620,0
3621,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,0
3629,1
3630,1
3631,1
3632,1
3633,1
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,0
3657,0
3658,1
3659,1
3660,0
3661,1
3662,1
3663,1
3664,1
3665,1
3666,1
3667,1
3668,0
3669,1
3670,1
3671,1
3672,1
3673,1
3674,1
3675,1
3676,0
3677,1
3678,1
3679,1
3680,1
3681,1
3682,1
3683,1
3684,0
3685,1
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3692,0
3693,1
3694,1
3695,1
3696,1
3697,1
3698,1
3699,1
3700,0
3701,1
3702,1
3703,1
3704,1
3705,1
3706,1
3707,1
3708,0
3709,1
3710,1
3711,1
3712,1
3713,1
3714,1
3715,1
3716,0
3717,1
3718,1
3719,1
3720,1
3721,1
3722,1
3723,1
3724,0
3725,1
3726,1
3727,1
3728,1
3729,1
3730,1
3731,1
3732,0
3733,1
3734,1
3735,1
3736,1
3737,1
3738,1
3739,1
3740,0
3741,1
3742,1
3743,1
3744,1
3745,1
3746,1
3747,1
3748,0
3749,1
3750,1
3751,1
3752,1
3753,1
3754,1
3755,1
3756,0
3757,1
3758,1
3759,1
3760,1
3761,1
3762,1
3763,1
3764,0
3765,1
3766,1
3767,1
3768,1
3769,1
3770,1
3771,1
3772,0
3773,1
3774,1
3775,1
3776,1
3777,1
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,1
3787,1
3788,0
3789,1
3790,1
3791,1
3792,1
3793,1
3794,0
3795,0
3796,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,1
3803,1
3804,0
3805,1
3806,1
3807,1
3808,1
3809,1
3810,1
3811,1
3812,0
3813,1
3814,1
3815,1
3816,1
3817,1
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0
3824,0
3825,0
3826,1
3827,1
3828,0
3829,1
3830,1
3831,1
3832,1
3833,1
3834,1
3835,1
3836,0
3837,1
3838,1
3839,1
3840,1
3841,1
3842,1
3843,1
3844,0
3845,1
3846,1
3847,1
3848,1
3849,1
3850,1
3851,1
3852,0
3853,1
3854,1
3855,1
3856,1
3857,1
3858,1
3859,1
3860,0
3861,1
3862,1
3863,1
3864,1
3865,1
3866,1
3867,1
3868,0
3869,1
3870,1
3871,1
3872,1
3873,1
3874,1
3875,1
3876,0
3877,1
3878,1
3879,1
3880,1
3881,1
3882,1
3883,1
3884,0
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,0
3893,1
3894,1
3895,1
3896,1
3897,1
3898,1
3899,1
3900,0
3901,1
3902,1
3903,1
3904,1
3905,1
3906,1
3907,1
3908,0
3909,1
3910,1
3911,1
3912,1
3913,1
3914,1
3915,1
3916,0
3917,1
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,0
3925,1
3926,1
3927,1
3928,1
3929,1
3930,1
3931,1
3932,0
3933,1
3934,1
3935,1
3936,1
3937,1
3938,1
3939,1
3940,0
3941,1
3942,1
3943,1
3944,1
3945,1
3946,1
3947,1
3948,0
3949,1
3950,1
3951,1
3952,1
3953,1
3954,1
3955,1
3956,0
3957,1
3958,1
3959,1
3960,1
3961,1
3962,1
3963,1
3964,0
3965,1
3966,1
3967,1
3968,1
3969,1
3970,1
3971,1
3972,0
3973,1
3974,1
3975,1
3976,1
3977,1
3978,1
3979,1
3980,0
3981,1
3982,1
3983,1
3984,1
3985,1
3986,0
3987,0
3988,0
3989,0
3990,0
3991,0
3992,0
3993,0
3994,0
3995,0
3996,0
3997,0
3998,0
3999,0
4000,0
4001,0
4002,0
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,0
4022,0
4023,0
4024,0
4025,0
4026,1
4027,1
4028,0
4029,1
4030,1
4031,1
4032,1
4033,1
4034,0
4035,0
4036,0
4037,0
4038,0
4039,0
4040,0
4041,0
4042,1
4043,1
4044,0
4045,1
4046,1
4047,1
4048,1
4049,1
4050,1
4051,1
4052,0
4053,1
4054,1
4055,1
4056,1
4057,1
4058,1
4059,1
4060,0
4061,1
4062,1
4063,1
4064,1
4065,1
4066,1
4067,1
4068,0
4069,1
4070,1
4071,1
4072,1
4073,1
4074,1
4075,1
4076,0
4077,1
4078,1
4079,1
4080,1
4081,1
4082,1
4083,1
4084,0
4085,1
4086,1
4087,1
4088,1
4089,1
4090,1
4091,1
4092,0
4093,1
4094,1
4095,1
4096,1
4097,1
4098,1
4099,1
4100,0
4101,1
4102,1
4103,1
4104,1
4105,1
4106,0
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,0
4114,0
4115,0
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4122,1
4123,1
4124,0
4125,1
4126,1
4127,1
4128,1
4129,1
4130,1
4131,1
4132,0
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,0
4141,1
4142,1
4143,1
4144,1
4145,1
4146,1
4147,1
4148,0
4149,1
4150,1
4151,1
4152,1
4153,1
4154,1
4155,1
4156,0
4157,1
4158,1
4159,1
4160,1
4161,1
4162,0
4163,0
4164,0
4165,0
4166,0
4167,0
4168,0
4169,0
4170,0
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,1
4179,1
4180,0
4181,1
4182,1
4183,1
4184,1
4185,1
4186,1
4187,1
4188,0
4189,1
4190,1
4191,1
4192,1
4193,1
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,1
4203,1
4204,0
4205,1
4206,1
4207,1
4208,1
4209,1
4210,1
4211,1
4212,0
4213,1
4214,1
4215,1
4216,1
4217,1
4218,1
4219,1
4220,0
4221,1
4222,1
4223,1
4224,1
4225,1
4226,1
4227,1
4228,0
4229,1
4230,1
4231,1
4232,1
4233,1
4234,1
4235,1
4236,0
4237,1
4238,1
4239,1
4240,1
4241,1
4242,1
4243,1
4244,0
4245,1
4246,1
4247,1
4248,1
4249,1
4250,1
4251,1
4252,0
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,0
4261,1
4262,1
4263,1
4264,1
4265,1
4266,1
4267,1
4268,0
4269,1
4270,1
4271,1
4272,1
4273,1
4274,1
4275,1
4276,0
4277,1
4278,1
4279,1
4280,1
4281,1
4282,1
4283,1
4284,0
4285,1
4286,1
4287,1
4288,1
4289,1
4290,1
4291,1
4292,0
4293,1
4294,1
4295,1
4296,1
4297,1
4298,1
4299,1
4300,0
4301,1
4302,1
4303,1
4304,1
4305,1
4306,1
4307,1
4308,0
4309,1
4310,1
4311,1
4312,1
4313,1
4314,1
4315,1
4316,0
4317,1
4318,1
4319,1
4320,1
4321,1
4322,1
4323,1
4324,0
4325,1
4326,1
4327,1
4328,1
4329,1
4330,1
4331,1
4332,0
4333,1
4334,1
4335,1
4336,1
4337,1
4338,1
4339,1
4340,0
4341,1
4342,1
4343,1
4344,1
4345,1
4346,1
4347,1
4348,0
4349,1
4350,1
4351,1
4352,1
4353,1
4354,1
4355,1
4356,0
4357,1
4358,1
4359,1
4360,1
4361,1
4362,1
4363,1
4364,0
4365,1
4366,1
4367,1
4368,1
4369,1
4370,1
4371,1
4372,0
4373,1
4374,1
4375,1
4376,1
4377,1
4378,1
4379,1
4380,0
4381,1
4382,1
4383,1
4384,1
4385,1
4386,1
4387,1
4388,0
4389,1
4390,1
4391,1
4392,1
4393,1
4394,1
4395,1
4396,0
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,1
4404,0
4405,1
4406,1
4407,1
4408,1
4409,1
4410,1
4411,1
4412,0
4413,1
4414,1
4415,1
4416,1
4417,1
4418,1
4419,1
4420,0
4421,1
4422,1
4423,1
4424,1
4425,1
4426,1
4427,1
4428,0
4429,1
4430,1
4431,1
4432,1
4433,1
4434,1
4435,1
4436,0
4437,1
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,0
4445,1
4446,1
4447,1
4448,1
4449,1
4450,1
4451,1
4452,0
4453,1
4454,1
4455,1
4456,1
4457,1
4458,1
4459,1
4460,0
4461,1
4462,1
4463,1
4464,1
4465,1
4466,1
4467,1
4468,0
4469,1
4470,1
4471,1
4472,1
4473,1
4474,1
4475,1
4476,0
4477,1
4478,1
4479,1
4480,1
4481,1
4482,1
4483,1
4484,0
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,0
4493,1
4494,1
4495,1
4496,1
4497,1
4498,1
4499,1
4500,0
4501,1
4502,1
4503,1
4504,1
4505,1
4506,1
4507,1
4508,0
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,1
4516,0
4517,1
4518,1
4519,1
4520,1
4521,1
4522,1
4523,1
4524,0
4525,1
4526,1
4527,1
4528,1
4529,1
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,1
4539,1
4540,0
4541,1
4542,1
4543,1
4544,1
4545,1
4546,1
4547,1
4548,0
4549,1
4550,1
4551,1
4552,1
4553,1
4554,1
4555,1
4556,0
4557,1
4558,1
4559,1
4560,1
4561,1
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,1
4571,1
4572,1
4573,1
4574,0
4575,0
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,1
4583,0
4584,1
4585,1
4586,1
4587,1
4588,1
4589,1
4590,1
4591,0
4592,1
4593,1
4594,1
4595,1
4596,1
4597,1
4598,1
4599,0
4600,1
4601,1
4602,1
4603,1
4604,1
4605,1
4606,1
4607,0
4608,1
4609,1
4610,1
4611,1
4612,1
4613,1
4614,1
4615,0
4616,1
4617,1
4618,1
4619,1
4620,1
4621,1
4622,1
4623,0
4624,1
4625,1
4626,1
4627,1
4628,1
4629,1
4630,1
4631,0
4632,1
4633,1
4634,1
4635,1
4636,1
4637,1
4638,1
4639,0
4640,1
4641,1
4642,1
4643,1
4644,1
4645,1
4646,1
4647,0
4648,1
4649,1
4650,1
4651,1
4652,1
4653,1
4654,1
4655,0
4656,1
4657,1
4658,1
4659,1
4660,1
4661,1
4662,1
4663,0
4664,1
4665,1
4666,1
4667,1
4668,1
4669,1
4670,1
4671,0
4672,1
4673,1
4674,1
4675,1
4676,1
4677,1
4678,1
4679,0
4680,1
4681,1
4682,1
4683,1
4684,1
4685,1
4686,1
4687,0
4688,1
4689,1
4690,1
4691,1
4692,1
4693,1
4694,1
4695,0
4696,1
4697,1
4698,1
4699,1
4700,1
4701,1
4702,1
4703,0
4704,1
4705,1
4706,1
4707,1
4708,1
4709,1
4710,1
4711,0
4712,1
4713,1
4714,1
4715,1
4716,1
4717,1
4718,1
4719,0
4720,1
4721,1
4722,1
4723,1
4724,1
4725,1
4726,1
4727,0
4728,1
4729,1
4730,1
4731,1
4732,1
4733,1
4734,1
4735,0
4736,1
4737,1
4738,1
4739,1
4740,1
4741,1
4742,1
4743,0
4744,1
4745,1
4746,1
4747,1
4748,1
4749,1
4750,1
4751,0
4752,1
4753,1
4754,1
4755,1
4756,1
4757,0
4758,0
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0
4765,0
4766,0
4767,0
4768,0
4769,0
4770,0
4771,0
4772,0
4773,1
4774,1
4775,0
4776,1
4777,1
4778,1
4779,1
4780,1
4781,1
4782,1
4783,0
4784,1
4785,1
4786,1
4787,1
4788,1
4789,1
4790,1
4791,0
4792,1
4793,1
4794,1
4795,1
4796,1
4797,1
4798,1
4799,0
4800,1
4801,1
4802,1
4803,1
4804,1
4805,1
4806,1
4807,0
4808,1
4809,1
4810,1
4811,1
4812,1
4813,1
4814,1
4815,0
4816,1
4817,1
4818,1
4819,1
4820,1
4821,1
4822,1
4823,0
4824,1
4825,1
4826,1
4827,1
4828,1
4829,1
4830,1
4831,0
4832,1
4833,1
4834,1
4835,1
4836,1
4837,1
4838,1
4839,0
4840,1
4841,1
4842,1
4843,1
4844,1
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,0
4931,0
4932,0
4933,0
4934,0
4935,0
4936,0
4937,0
4938,0
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0
4951,0
4952,0
4953,0
4954,0
4955,0
4956,0
4957,0
4958,0
4959,0
4960,0
4961,0
4962,0
4963,0
4964,0
4965,0
4966,0
4967,0
4968,0
4969,0
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,0
4983,0
4984,0
4985,0
4986,0
4987,0
4988,0
4989,0
4990,0
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,0
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0
5029,0
5030,0
5031,0
5032,0
5033,0
5034,0
5035,0
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0
5053,0
5054,0
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,0
5090,0
5091,0
5092,0
5093,0
5094,0
5095,0
5096,0
5097,0
5098,0
5099,0
5100,0
5101,0
5102,0
5103,0
5104,0
5105,0
5106,0
5107,0
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,0
5123,0
5124,0
5125,0
5126,0
5127,0
5128,0
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,0
5137,0
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,0
5148,0
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,0
5165,0
5166,0
5167,0
5168,0
5169,0
5170,0
5171,0
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,0
5180,0
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,0
5188,0
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,0
5199,0
5200,0
5201,0
5202,0
5203,0
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,0
5218,0
5219,0
5220,0
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,0
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,0
5270,0
5271,0
5272,0
5273,0
5274,0
5275,0
5276,0
5277,0
5278,0
5279,0
5280,0
5281,0
5282,0
5283,0
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,0
5291,0
5292,0
5293,0
5294,0
5295,0
5296,0
5297,0
5298,0
5299,0
5300,0
5301,0
5302,0
5303,0
5304,0
5305,0
5306,0
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,0
5314,0
5315,0
5316,0
5317,0
5318,0
5319,0
5320,0
5321,0
5322,0
5323,0
5324,0
5325,0
5326,0
5327,0
5328,0
5329,0
5330,0
5331,0
5332,0
5333,0
5334,0
5335,0
5336,0
5337,0
5338,0
5339,0
5340,0
5341,0
5342,0
5343,0
5344,0
5345,0
5346,0
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,0
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,0
5364,0
5365,0
5366,0
5367,0
5368,0
5369,0
5370,0
5371,0
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,0
5379,0
5380,0
5381,0
5382,0
5383,0
5384,0
5385,0
5386,0
5387,0
5388,0
5389,0
5390,0
5391,0
5392,0
5393,0
5394,0
5395,0
5396,0
5397,0
5398,0
5399,0
5400,0
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,0
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,0
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,0
5437,0
5438,0
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,0
5446,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,0
5456,0
5457,0
5458,0
5459,0
5460,0
5461,0
5462,0
5463,0
5464,0
5465,0
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,0
5482,0
5483,0
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5495,0
5496,0
5497,0
5498,0
5499,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,0
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,0
5533,0
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,0
5555,0
5556,0
5557,0
5558,0
5559,0
5560,0
5561,0
5562,0
5563,0
5564,0
5565,0
5566,0
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,0
5577,0
5578,0
5579,0
5580,0
5581,0
5582,0
5583,0
5584,0
5585,0
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,0
5608,0
5609,0
5610,0
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5621,0
5622,0
5623,0
5624,0
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,0
5636,0
5637,0
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,0
5646,0
5647,0
5648,0
5649,0
5650,0
5651,0
5652,0
5653,0
5654,0
5655,0
5656,0
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,0
5673,0
5674,0
5675,0
5676,0
5677,0
5678,0
5679,0
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5686,0
5687,0
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5696,0
5697,0
5698,0
5699,0
5700,0
5701,0
5702,0
5703,0
5704,0
5705,0
5706,0
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,0
5714,0
5715,0
5716,0
5717,0
5718,0
5719,0
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,0
5727,0
5728,0
5729,0
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,0
5773,0
5774,0
5775,0
5776,0
5777,0
5778,0
5779,0
5780,0
5781,0
5782,0
5783,0
5784,0
5785,0
5786,0
5787,0
5788,0
5789,0
5790,0
5791,0
5792,0
5793,0
